timestamp,cycle_id,commodity,contract,phase,agent,prompt_source,model_provider,model_name,assigned_provider,assigned_model,persona_hash,dspy_version,demo_count,tms_context_count,grounded_freshness_hours,reflexion_applied,prompt_tokens,completion_tokens,latency_ms
2026-03-16 16:28:19+00:00,NG-2c13fd96,NG,NGN26 (202606),decision,master,legacy,openai,gpt-5.2,openai,gpt-5.2,067e4f454c9a,,0,0,0.0,False,7998,711,11172.38974571228
2026-03-16 16:28:26+00:00,NG-2c13fd96,NG,NGN26 (202606),compliance,compliance,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,067e4f454c9a,,0,0,0.0,False,6490,348,7552.816390991211
2026-03-16 16:26:45+00:00,NG-c15397c6,NG,NGQ26 (202607),research,macro,commodity_profile,openai,gpt-5.2,openai,gpt-5.2,10e3575bf6be,,0,3,16,False,3186,621,9069.191694259644
2026-03-16 16:26:55+00:00,NG-c15397c6,NG,NGQ26 (202607),research,agronomist,commodity_profile,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,6a062652d6d1,,0,3,16,False,3074,402,17044.530868530273
2026-03-16 16:27:03+00:00,NG-c15397c6,NG,NGQ26 (202607),research,macro,legacy,openai,gpt-5.2,openai,gpt-5.2,,,0,0,0.0,True,751,1148,17936.5553855896
2026-03-16 16:27:10+00:00,NG-c15397c6,NG,NGQ26 (202607),research,supply_chain,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,f90168aca94f,,0,3,16,False,2680,321,10755.092859268188
2026-03-16 16:27:14+00:00,NG-c15397c6,NG,NGQ26 (202607),research,inventory,commodity_profile,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,4d667b93ed4a,,0,3,88,False,4274,949,20140.180349349976
2026-03-16 16:27:15+00:00,NG-c15397c6,NG,NGQ26 (202607),research,geopolitical,commodity_profile,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,5597c7fc858d,,0,3,16,False,2646,343,17811.262845993042
2026-03-16 16:27:16+00:00,NG-c15397c6,NG,NGQ26 (202607),research,agronomist,legacy,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,,,0,0,0.0,True,545,470,20219.386339187622
2026-03-16 16:27:20+00:00,NG-c15397c6,NG,NGQ26 (202607),research,supply_chain,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,623,314,8772.281169891357
2026-03-16 16:27:32+00:00,NG-c15397c6,NG,NGQ26 (202607),research,sentiment,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,5516ee156388,,0,3,16,False,3081,324,12797.152280807495
2026-03-16 16:27:43+00:00,NG-c15397c6,NG,NGQ26 (202607),research,volatility,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,6e7337ee5515,,0,3,16,False,2891,302,22486.26399040222
2026-03-16 16:27:44+00:00,NG-c15397c6,NG,NGQ26 (202607),research,inventory,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,,,0,0,0.0,True,1136,1069,29953.00269126892
2026-03-16 16:27:44+00:00,NG-c15397c6,NG,NGQ26 (202607),research,sentiment,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,629,312,11556.732654571533
2026-03-16 16:27:44+00:00,NG-c15397c6,NG,NGQ26 (202607),research,technical,commodity_profile,openai,o3-2025-04-16,openai,o3-2025-04-16,87284643c9fb,,0,3,16,False,2988,1043,29321.36058807373
2026-03-16 16:27:54+00:00,NG-c15397c6,NG,NGQ26 (202607),research,volatility,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,604,319,10168.416261672974
2026-03-16 16:28:09+00:00,NG-c15397c6,NG,NGQ26 (202607),research,technical,legacy,openai,o3-2025-04-16,openai,o3-2025-04-16,,,0,0,0.0,True,576,1330,24194.81110572815
2026-03-16 16:28:41+00:00,NG-c15397c6,NG,NGQ26 (202607),debate,permabear,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,2fd2d9277014,,0,0,0.0,False,5476,1276,31830.463409423828
2026-03-16 16:29:03+00:00,NG-c15397c6,NG,NGQ26 (202607),debate,permabull,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,907c5282bd94,,0,0,0.0,False,5875,729,22143.24402809143
2026-03-16 16:29:21+00:00,NG-c15397c6,NG,NGQ26 (202607),decision,master,legacy,openai,gpt-5.2,openai,gpt-5.2,067e4f454c9a,,0,0,0.0,False,7351,766,18021.09670639038
2026-03-16 16:29:30+00:00,NG-c15397c6,NG,NGQ26 (202607),compliance,compliance,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,067e4f454c9a,,0,0,0.0,False,6323,353,8686.474800109863
2026-03-16 16:27:54+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,macro,commodity_profile,openai,gpt-5.2,openai,gpt-5.2,10e3575bf6be,,0,3,16,False,3221,603,17808.486700057983
2026-03-16 16:28:01+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,geopolitical,commodity_profile,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,5597c7fc858d,,0,3,16,False,2641,327,23599.177837371826
2026-03-16 16:28:02+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,volatility,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,6e7337ee5515,,0,3,16,False,2906,343,18526.00860595703
2026-03-16 16:28:03+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,supply_chain,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,f90168aca94f,,0,3,16,False,2689,325,24532.357692718506
2026-03-16 16:28:04+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,agronomist,commodity_profile,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,6a062652d6d1,,0,3,16,False,3075,407,29865.017890930176
2026-03-16 16:28:05+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,sentiment,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,5516ee156388,,0,3,16,False,2923,279,24245.117902755737
2026-03-16 16:28:07+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,inventory,commodity_profile,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,4d667b93ed4a,,0,3,88,False,4372,957,27237.5431060791
2026-03-16 16:28:09+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,technical,commodity_profile,openai,o3-2025-04-16,openai,o3-2025-04-16,87284643c9fb,,0,3,16,False,2988,1188,27155.076265335083
2026-03-16 16:28:11+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,volatility,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,645,359,8163.541555404663
2026-03-16 16:28:11+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,macro,legacy,openai,gpt-5.2,openai,gpt-5.2,,,0,0,0.0,True,733,1141,16961.175203323364
2026-03-16 16:28:17+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,sentiment,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,582,376,11451.022386550903
2026-03-16 16:28:19+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,supply_chain,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,627,370,15138.376951217651
2026-03-16 16:28:27+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,agronomist,legacy,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,,,0,0,0.0,True,551,502,21489.11738395691
2026-03-16 16:28:27+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,technical,legacy,openai,o3-2025-04-16,openai,o3-2025-04-16,,,0,0,0.0,True,651,922,17644.852876663208
2026-03-16 16:28:31+00:00,NG-6cf6d6e3,NG,NGU26 (202608),research,inventory,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,,,0,0,0.0,True,1144,1225,23284.94668006897
2026-03-16 16:29:04+00:00,NG-6cf6d6e3,NG,NGU26 (202608),debate,permabear,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,2fd2d9277014,,0,0,0.0,False,5655,1339,32922.71709442139
2026-03-16 16:29:25+00:00,NG-6cf6d6e3,NG,NGU26 (202608),debate,permabull,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,907c5282bd94,,0,0,0.0,False,6097,965,21766.236066818237
2026-03-16 16:29:39+00:00,NG-6cf6d6e3,NG,NGU26 (202608),decision,master,legacy,openai,gpt-5.2,openai,gpt-5.2,067e4f454c9a,,0,0,0.0,False,7813,704,13989.080667495728
2026-03-16 16:29:47+00:00,NG-6cf6d6e3,NG,NGU26 (202608),compliance,compliance,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,067e4f454c9a,,0,0,0.0,False,6427,269,7486.510276794434
